"","classe","formato.chapéu","superficie.chapéu","cor.chapéu","manchas","cheiro","fixação.himênio","espaço.himênio","tamanho.himênio","cor.himênio","formato.estipe","micélio","superficie.estipe.acima.anel","superficie.estipe.abaixo.anel","cor.estipe.acima.anel","cor.estipe.abaixo.anel","tipo.volva","cor.volva","numero.anel","tipo.anel","cor.esporo","população","habitat"
"6163","venenoso","convexo","macio","vermelho","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","macio","macio","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","madeiras"
"6165","venenoso","convexo","macio","marrom","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","macio","macio","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","madeiras"
"6166","venenoso","plano","macio","marrom","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","macio","macio","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","madeiras"
"6167","venenoso","convexo","macio","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","branco","branco","parcial","branco","um","evanescente","branco","varias","madeiras"
"6168","venenoso","plano","macio","vermelho","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","caminhos"
"6169","venenoso","convexo","macio","marrom","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","folhas"
"6170","venenoso","plano","escamoso","vermelho","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","macio","macio","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","madeiras"
"6171","venenoso","convexo","macio","marrom","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","folhas"
"6172","venenoso","nodoso","macio","marrom","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","caminhos"
"6173","venenoso","plano","macio","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","macio","macio","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","folhas"
"6174","venenoso","plano","macio","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","folhas"
"6175","venenoso","plano","escamoso","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","macio","macio","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","caminhos"
"6176","venenoso","nodoso","macio","marrom","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","caminhos"
"6178","venenoso","plano","macio","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","macio","macio","branco","branco","parcial","branco","um","evanescente","branco","varias","caminhos"
"6179","venenoso","convexo","escamoso","vermelho","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","branco","branco","parcial","branco","um","evanescente","branco","varias","madeiras"
"6180","venenoso","plano","macio","vermelho","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","macio","macio","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","folhas"
"6181","venenoso","plano","escamoso","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","macio","macio","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","folhas"
"6183","venenoso","plano","macio","marrom","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","madeiras"
"6185","venenoso","convexo","escamoso","vermelho","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","folhas"
"6187","venenoso","nodoso","escamoso","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","branco","branco","parcial","branco","um","evanescente","branco","varias","madeiras"
"6188","venenoso","plano","escamoso","vermelho","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","caminhos"
"6189","venenoso","nodoso","escamoso","marrom","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","madeiras"
"6190","venenoso","convexo","macio","vermelho","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","folhas"
"6191","venenoso","convexo","escamoso","vermelho","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","caminhos"
"6192","venenoso","convexo","macio","marrom","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","folhas"
"6193","venenoso","plano","escamoso","marrom","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","macio","macio","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","folhas"
"6194","venenoso","convexo","macio","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","caminhos"
"6195","comestível","sino","macio","cinza","sem mancha","nenhum","livre","lotado","largo","branco","alargando","ausente","macio","sedoso","branco","branco","parcial","branco","dois","pendente","branco","numeroso","graminea"
"6196","venenoso","convexo","escamoso","vermelho","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","caminhos"
"6197","venenoso","convexo","macio","vermelho","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","madeiras"
"6199","venenoso","convexo","macio","vermelho","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","caminhos"
"6200","venenoso","plano","escamoso","vermelho","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","madeiras"
"6201","venenoso","plano","escamoso","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","folhas"
"6203","venenoso","plano","escamoso","marrom","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","caminhos"
"6204","comestível","nodoso","macio","branco","sem mancha","nenhum","livre","lotado","largo","cinza","alargando","ausente","sedoso","macio","branco","branco","parcial","branco","dois","pendente","branco","espalhado","graminea"
"6205","venenoso","plano","escamoso","vermelho","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","branco","branco","parcial","branco","um","evanescente","branco","varias","caminhos"
"6206","venenoso","convexo","macio","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","macio","macio","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","caminhos"
"6207","venenoso","plano","escamoso","marrom","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","folhas"
"6208","venenoso","plano","escamoso","marrom","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","folhas"
"6210","venenoso","plano","escamoso","vermelho","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","branco","branco","parcial","branco","um","evanescente","branco","varias","madeiras"
"6211","venenoso","plano","escamoso","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","caminhos"
"6212","venenoso","plano","macio","marrom","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","branco","branco","parcial","branco","um","evanescente","branco","varias","caminhos"
"6213","venenoso","convexo","escamoso","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","caminhos"
"6215","comestível","sino","fibroso","cinza","sem mancha","nenhum","livre","lotado","largo","cor de rosa","alargando","ausente","sedoso","macio","branco","branco","parcial","branco","dois","pendente","branco","numeroso","graminea"
"6216","venenoso","nodoso","escamoso","vermelho","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","branco","branco","parcial","branco","um","evanescente","branco","varias","folhas"
"6217","venenoso","convexo","escamoso","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","macio","macio","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","folhas"
"6218","venenoso","nodoso","macio","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","folhas"
"6219","venenoso","convexo","macio","marrom","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","caminhos"
"6221","venenoso","plano","macio","vermelho","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","macio","macio","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","madeiras"
"6222","venenoso","convexo","macio","marrom","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","caminhos"
"6224","venenoso","nodoso","escamoso","marrom","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","branco","branco","parcial","branco","um","evanescente","branco","varias","folhas"
